"c",0.5848934796642995,0.07326820603907638,0.3098937040065413,0.17591397849462367,0.03135271807838179,0.2923851670990386
"i",0.09619109102646868,0.6092362344582594,0.848732624693377,0.37763440860215053,0.07003792667509481,0.5565389897756753
"g",0.40154938670109747,0.02886323268206039,0.28699918233851185,0.18107526881720432,0.035398230088495575,0.23378605218983672
"a",0.46546158812136856,1,1,0.4610752688172043,0.1711757269279393,0.8969937433236685
"r",0.39509360877985794,0.41252220248667854,0.9689288634505315,0.30838709677419357,0.16940581542351452,0.6174271326110178
"e",0.1852808263395739,0.7180284191829485,0.7105478331970564,1,0.384070796460177,0.9995421944147718
"b",0.5765009683666882,0.031083481349911193,0.2632869991823385,0.10365591397849463,0.01415929203539823,0.2311918205402106
"u",0.11168495803744351,0.522202486678508,0.5347506132461162,0.17161290322580647,0.01618204804045512,0.3660918663207691
"t",0.5158166559070367,0.10124333925399645,0.49304987735077677,0.3853763440860215,0.18305941845764853,0.48573172592705627
"s",0.9999999999999999,0.03641207815275311,0.42518397383483236,0.2210752688172043,0.9999999999999999,1
"y",0.1065203357004519,0.11545293072824157,0.1635322976287817,0.04559139784946236,0.3281921618204804,0.2994048527392034
"h",0.30535829567462874,0.23756660746003552,0.08748977923139821,0.10021505376344086,0.09279393173198483,0.2514878681519914
"m",0.43705616526791474,0.07859680284191829,0.4071954210956664,0.17204301075268819,0.04525916561314791,0.2844498702884175
"p",0.5442220787604906,0.09769094138543517,0.28699918233851185,0.1789247311827957,0.03640960809102402,0.2910117503433542
"w",0.2562943834732085,0.0674955595026643,0.21095666394112836,0.05419354838709677,0.015423514538558785,0.14146192583549516
"k",0.23240800516462232,0.03730017761989343,0.21177432542927227,0.21548387096774194,0.06472819216182048,0.21257439340759954
"l",0.36216914138153644,0.30550621669627,0.6827473426001636,0.330752688172043,0.11959544879898862,0.49732946741950246
"f",0.3757262750161394,0.005772646536412078,0.1349141455437449,0.09935483870967743,0.01997471554993679,0.1530596673279414
"o",0.1588121368624919,0.9258436944937833,0.8013082583810303,0.29935483870967744,0.09759797724399494,0.6601556538989776
"v",0.1459005810200129,0.018206039076376555,0.1856091578086672,0.06623655913978495,0.0002528445006321112,0.08881428353425912
"d",0.43189154293092313,0.032415630550621674,0.3082583810302535,0.20172043010752688,0.20733249051833122,0.3572409583396917
"n",0.19948353776630082,0.1483126110124334,0.777596075224857,0.33806451612903227,0.13324905183312263,0.43338928734930565
"q",0.040025823111684955,0.0017761989342806395,0,0,0.0002528445006321112,0
"j",0.12007746933505486,0,0.026982829108748982,0.011612903225806452,0,0.027315733251945674
"x",0,0.020426287744227355,0.09811937857726902,0.004301075268817204,0.016940581542351455,0.026857927666717532
"z",0.05745642349903163,0.007992895204262877,0.1054783319705642,0.05333333333333333,0.007332490518331226,0.04913779948115367
